track_name,genre,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence
يسعد الله _ الساعة وحدة بنص الليل - Youssef El Malek,arabic,0.261,0.776,0.945,0.000593,5,0.0869,-6.153,0,0.128,124.982,0.524
Caramela Sexy Lady كرملة السكسي ليدي - JABiD,arabic,0.475,0.776,0.723,3.04e-05,5,0.143,-6.471,1,0.0564,105.033,0.404
Number One - Mohamed Ramadan,arabic,0.221,0.855,0.837,0.0,11,0.0621,-1.77,1,0.145,99.933,0.648
Aladdin Lamp - Mohamed Ramadan,arabic,0.0722,0.92,0.75,2.32e-05,0,0.0867,-5.64,1,0.0526,122.02,0.71
Thabet - Mohamed Ramadan,arabic,0.0452,0.848,0.898,2.53e-06,5,0.0988,-3.007,1,0.0428,120.023,0.447
SOLD - Lana Lubany,arabic,0.38,0.767,0.477,0.000222,11,0.203,-9.178,0,0.192,113.026,0.315
THE SNAKE - Lana Lubany,arabic,0.657,0.544,0.366,0.016,6,0.113,-11.496,0,0.0386,175.864,0.0948
Ty tka rritur nana - DJ Gimi-O,arabic,0.599,0.576,0.726,0.00011,2,0.162,-6.631,0,0.0687,193.903,0.363
Habibi - Ricky Rich,arabic,0.499,0.479,0.609,0.0,4,0.144,-8.5,0,0.133,75.113,0.74
Alby Ydo2 - Masri,arabic,0.271,0.889,0.466,1.82e-06,6,0.0736,-7.405,0,0.065,120.056,0.805
شوفوا مصر عامله ايه - Amr Mostafa,arabic,0.42,0.713,0.867,0.00039,5,0.109,-5.288,0,0.0385,115.02,0.555
Tamally Maak - Amr Diab,arabic,0.121,0.623,0.781,2.77e-05,8,0.101,-9.651,1,0.0373,167.874,0.346
KALAMANTINA / كلمنتينا - Saint Levant,arabic,0.257,0.879,0.626,0.0087,1,0.0933,-8.243,0,0.0528,114.99,0.822
Amarain - Amr Diab,arabic,0.604,0.716,0.709,0.000139,4,0.0868,-9.835,0,0.0605,99.9,0.926
El Alem Allah - Amr Diab,arabic,0.125,0.721,0.799,4.62e-05,3,0.366,-7.998,0,0.0392,107.886,0.771
Elghazala Ray2a (feat. Mohamed Osama) - Karim Mahmoud Abdelaziz,arabic,0.195,0.888,0.72,4.66e-06,6,0.0726,-5.409,1,0.0453,121.999,0.801
بابا فين - Haifa Wehbe,arabic,0.278,0.817,0.94,0.00192,8,0.0821,-4.249,1,0.0469,132.282,0.841
Laa - El Sawareekh,arabic,0.0567,0.946,0.805,0.000259,2,0.357,-6.079,1,0.129,130.02,0.896
Casablanca - Saad Lamjarred,arabic,0.0345,0.746,0.822,0.0,10,0.0788,-3.845,0,0.122,98.95,0.625
Touta - Haifa Wehbe,arabic,0.613,0.825,0.707,0.0712,1,0.0784,-8.922,0,0.0545,105.019,0.874
Oppa Oppa - Haifa Wehbe,arabic,0.512,0.615,0.841,0.000854,1,0.0521,-4.299,0,0.137,188.071,0.924
Ku Je Ti (feat. Ricky Rich & Dafina Zeqiri) - DYSTINCT,arabic,0.21,0.478,0.511,0.0,1,0.0977,-8.483,0,0.223,75.825,0.293
ILTIMAS X SUBMARINER - AKDO,arabic,0.104,0.755,0.841,0.0,10,0.109,-5.885,0,0.163,128.069,0.723
Dip - Madrigal,turkish,0.485,0.544,0.809,0.791,7,0.0988,-10.232,0,0.032,85.025,0.549
Dinle Beni Bi' - Yüzyüzeyken Konuşuruz,turkish,0.56,0.558,0.68,0.905,9,0.107,-9.301,0,0.0476,91.967,0.542
Kiralık Aşk (Sen misin İlacım?) - Aydilge,turkish,0.0741,0.683,0.805,0.0,5,0.047,-4.704,0,0.0566,102.0,0.811
Toprak Yağmura - Akustik - Canozan,turkish,0.923,0.282,0.22,0.0,0,0.509,-15.324,0,0.0336,174.275,0.178
Antidepresan - Mert Demir,turkish,0.0297,0.7,0.589,1.4e-05,11,0.0987,-9.974,0,0.0281,100.014,0.915
Derinlerde - Mark Eliyahu,turkish,0.428,0.494,0.432,0.00549,0,0.137,-11.935,0,0.0304,128.008,0.233
Fırtınadayım - Mabel Matiz,turkish,0.122,0.489,0.684,0.000178,9,0.222,-5.73,0,0.0334,109.941,0.382
Belki - Akustik - Dedublüman,turkish,0.111,0.449,0.711,0.000148,8,0.0917,-5.851,0,0.0282,91.91,0.443
Aşkın Olayım - Simge,turkish,0.23,0.556,0.582,0.0,5,0.327,-8.368,0,0.0414,75.976,0.561
Gökyüzünü Tutamam - Can Koç,turkish,0.0801,0.471,0.671,0.00965,2,0.136,-9.569,0,0.16,176.104,0.637
Geççek - Tarkan,turkish,0.0751,0.671,0.835,0.0,7,0.18,-4.852,1,0.237,179.979,0.714
Şımarık - Tarkan,turkish,0.0518,0.775,0.818,0.0,7,0.114,-8.687,1,0.164,97.06,0.826
Çok Yazık - Çağan Şengül,turkish,0.385,0.356,0.459,3.02e-06,3,0.128,-6.686,0,0.0342,124.1,0.143
Son Arzum - Nilüfer,turkish,0.748,0.364,0.442,0.0,5,0.212,-7.8,0,0.0748,171.877,0.309
Ateşe Düştüm - Mert Demir,turkish,0.835,0.657,0.372,0.0136,4,0.0981,-14.11,0,0.0476,188.011,0.919
Bir Beyaz Orkide - Cihan Mürtezaoğlu,turkish,0.662,0.648,0.468,0.00205,9,0.112,-10.704,0,0.03,91.995,0.533
Gamzedeyim Deva Bulmam - Dedublüman,turkish,0.036,0.465,0.436,0.378,4,0.141,-10.541,0,0.0289,125.047,0.268
En Dibine Kadar - Dedublüman,turkish,0.00902,0.501,0.588,0.299,4,0.234,-6.477,0,0.0255,100.021,0.259
Sar Bu Şehri - Akustik - Canozan,turkish,0.857,0.346,0.287,4.64e-05,2,0.104,-10.965,0,0.0369,188.616,0.117
Olmazlara İnat - Berkay Altunyay,turkish,0.185,0.581,0.495,2.96e-06,4,0.0479,-13.087,0,0.0658,85.043,0.184
Beni Kendinden Kurtar - Perdenin Ardındakiler,turkish,0.609,0.458,0.311,0.0,4,0.111,-9.213,0,0.029,156.193,0.236
Uzunlar - V2 - Evdeki Saat,turkish,0.057,0.596,0.713,0.000232,7,0.345,-7.878,0,0.0512,170.067,0.853
M. - Anıl Emre Daldal,turkish,0.568,0.575,0.366,0.957,1,0.129,-13.644,0,0.0281,100.004,0.444
Hüküm - Cem Adrian,turkish,0.905,0.546,0.258,1.13e-06,4,0.211,-11.943,0,0.0366,119.724,0.182
Uzunlar - V1 - Evdeki Saat,turkish,0.18,0.561,0.592,0.00264,7,0.0642,-10.41,0,0.0437,169.975,0.965
Belki - Dedublüman,turkish,0.317,0.388,0.496,0.000182,1,0.153,-8.707,1,0.03,183.965,0.34
Erkenci Kuş Jenerik Sözlü - Cem Öget,turkish,0.457,0.446,0.558,0.0,5,0.116,-5.51,0,0.0479,180.329,0.431
Kalbimin Tek Sahibine - İrem Derici,turkish,0.689,0.427,0.397,0.0,6,0.098,-7.146,0,0.0376,100.019,0.391
Seni Dert Etmeler - Madrigal,turkish,0.148,0.552,0.608,2.05e-05,5,0.332,-11.211,0,0.0274,88.002,0.835
Leila - Reynmen,turkish,0.132,0.665,0.735,4.98e-06,1,0.144,-6.059,1,0.0458,104.952,0.259
Basit Numaralar - Zerrin Özer,turkish,0.506,0.775,0.882,0.00124,7,0.0808,-4.56,0,0.306,154.949,0.583
Prens & Prenses - Simge,turkish,0.676,0.348,0.463,1.93e-06,6,0.0864,-10.408,0,0.0378,163.805,0.238
Ağlama ben ağlarım - Canozan,turkish,0.553,0.416,0.473,1.2e-06,9,0.168,-9.726,0,0.0351,118.354,0.167
Çukur - ikikardesh,turkish,0.636,0.734,0.73,0.0,9,0.173,-6.448,0,0.0989,130.054,0.54
Olmuşum Leyla - Buray,turkish,0.143,0.63,0.665,0.0,4,0.239,-6.654,0,0.284,177.995,0.323
Kalbim (Slow Versiyon) - Bengü,turkish,0.134,0.453,0.726,0.0,9,0.119,-5.798,0,0.052,159.93,0.493
İstersen - Buray,turkish,0.0499,0.778,0.671,0.0,4,0.124,-6.495,0,0.0439,121.942,0.687
Müphem - Mabel Matiz,turkish,0.631,0.498,0.536,0.0,10,0.367,-8.377,0,0.0325,101.221,0.318
Yalan Dünya - Murat Dalkılıç,turkish,0.226,0.412,0.83,0.0,11,0.265,-3.023,0,0.0519,167.943,0.477
Sevmedim Deme - Kurtuluş Kuş,turkish,0.202,0.653,0.704,0.0,7,0.311,-7.622,0,0.192,170.054,0.739
Kaçın Kurası - Sezen Aksu,turkish,0.455,0.608,0.728,0.000397,0,0.293,-6.493,0,0.328,158.284,0.798
Kül - Cem Adrian,turkish,0.625,0.33,0.439,0.000368,10,0.177,-9.801,0,0.041,175.676,0.21
Deli Kız - Buray,turkish,0.263,0.639,0.837,1.82e-06,9,0.0756,-4.632,0,0.0517,98.017,0.717
İstemem Söz Sevmeni - Ferman Akgül,turkish,0.243,0.605,0.702,0.0,0,0.121,-6.12,0,0.0445,82.998,0.653
Şehrin Yolu - Feride Hilal Akın,turkish,0.472,0.557,0.506,0.0,7,0.141,-6.896,0,0.0334,152.021,0.3
Tuttu Fırlattı - Gökçe,turkish,0.0922,0.689,0.745,0.0,7,0.153,-5.938,1,0.0598,100.963,0.874
Lan - Zeynep Bastık,turkish,0.497,0.406,0.622,1.35e-05,3,0.309,-7.647,0,0.0648,204.028,0.567
Yatıya - Melis Kar,turkish,0.036,0.735,0.801,0.0,6,0.171,-4.714,0,0.0532,96.059,0.385
Uslanmıyor Bu - Zeynep Bastık,turkish,0.503,0.697,0.719,0.0,7,0.128,-6.314,0,0.0571,86.0,0.751
Hoşçakal - emre aydın,turkish,0.177,0.537,0.648,4.63e-05,1,0.241,-6.708,0,0.0282,135.971,0.36
Öyle kolay aşık olmam - Canozan,turkish,0.0246,0.696,0.56,0.163,7,0.331,-9.041,0,0.0318,126.955,0.178
Sessizim - Mustafa Mert Koç,turkish,0.0977,0.73,0.626,0.00013,11,0.0909,-8.472,0,0.0388,117.941,0.581
Yaramızda Kalsın - Merve Özbey,turkish,0.183,0.586,0.68,0.0,9,0.124,-5.559,0,0.0631,153.878,0.259
Aşk Paylaşılmaz - Aydilge,turkish,0.201,0.591,0.523,0.0,5,0.464,-6.867,0,0.0282,128.081,0.47
Haberin Yok - Aydilge,turkish,0.0553,0.622,0.656,0.0,9,0.142,-6.1,0,0.0248,96.013,0.427
Bizim Hikaye - Çağatay Akman,turkish,0.587,0.586,0.949,0.0,11,0.314,-2.671,0,0.131,100.023,0.744
Sen Evlisin - Gülden Karaböcek,turkish,0.356,0.566,0.513,0.0,2,0.188,-9.082,1,0.041,100.017,0.382
Biliyorsun - Sezen Aksu,turkish,0.463,0.447,0.546,1.53e-05,10,0.193,-7.022,0,0.0451,125.932,0.376
Her Sevda Yeni Bir Veda - Nilüfer,turkish,0.536,0.484,0.381,0.0,7,0.148,-12.365,0,0.0347,104.76,0.197
Sakladığın Bir Şeyler Var - Dedublüman,turkish,0.19,0.473,0.839,0.000253,1,0.0714,-7.837,0,0.0399,100.033,0.411
Uzun Lafın Kısası - Ozan Doğulu,turkish,0.0336,0.712,0.852,0.0,11,0.275,-5.343,0,0.0887,129.946,0.701
Saat 03.00 (By Volga Tamöz) - Bengü,turkish,0.064,0.704,0.867,2.28e-05,8,0.0786,-4.984,0,0.0716,129.999,0.961
Bi Dakika - Aynur Aydın,turkish,0.0601,0.417,0.689,0.0,8,0.111,-6.377,0,0.0787,95.938,0.145
Ahu - Mabel Matiz,turkish,0.146,0.686,0.666,0.0,9,0.0428,-5.56,1,0.039,122.06,0.801
Astronaut In The Ocean - Masked Wolf,english_pop,0.175,0.778,0.695,0.0,4,0.15,-6.865,0,0.0913,149.996,0.472
Let Me Down Slowly - Alec Benjamin,english_pop,0.74,0.652,0.557,0.0,1,0.124,-5.714,0,0.0318,150.073,0.483
2002 - Anne-Marie,english_pop,0.0372,0.697,0.683,0.0,1,0.137,-2.881,0,0.117,96.133,0.603
Shape of You - Ed Sheeran,english_pop,0.581,0.825,0.652,0.0,1,0.0931,-3.183,0,0.0802,95.977,0.931
Despacito - Remix - Luis Fonsi,english_pop,0.226,0.649,0.798,0.0,2,0.0711,-4.346,1,0.178,177.899,0.857
Believer - Imagine Dragons,english_pop,0.0622,0.776,0.78,0.0,10,0.081,-4.374,0,0.128,124.949,0.666
Faded - Alan Walker,english_pop,0.0281,0.468,0.627,7.97e-06,6,0.11,-5.085,1,0.0476,179.642,0.159
Mood (feat. iann dior) - 24kGoldn,english_pop,0.174,0.701,0.716,0.0,7,0.324,-3.671,0,0.0361,91.007,0.732
lovely (with Khalid) - Billie Eilish,english_pop,0.934,0.351,0.296,0.0,4,0.095,-10.109,0,0.0333,115.284,0.12
There's Nothing Holdin' Me Back - Shawn Mendes,english_pop,0.375,0.866,0.811,0.0,11,0.078,-4.063,0,0.0553,121.995,0.969
Cheap Thrills (feat. Sean Paul) - Sia,english_pop,0.0561,0.592,0.8,2.01e-06,6,0.0775,-4.931,0,0.215,89.972,0.728
Beautiful (feat. Camila Cabello) - Bazzi,english_pop,0.346,0.638,0.717,0.0,2,0.105,-4.722,1,0.0337,100.027,0.249
I'm a Mess - Bebe Rexha,english_pop,0.00281,0.63,0.694,0.0,11,0.0719,-6.257,0,0.0253,97.005,0.216
None Of My Business - Cher Lloyd,english_pop,0.428,0.793,0.488,0.0,2,0.0823,-5.807,0,0.0462,133.957,0.5
Blinding Lights - The Weeknd,english_pop,0.00143,0.513,0.73,9.54e-05,1,0.0897,-5.94,1,0.0598,171.001,0.334
Don't Start Now - Dua Lipa,english_pop,0.0123,0.793,0.793,0.0,11,0.0951,-4.521,0,0.083,123.95,0.679
Break My Heart - Dua Lipa,english_pop,0.167,0.73,0.729,1.39e-06,4,0.349,-3.434,0,0.0884,113.011,0.467
I Like Him - Princess Nokia,english_pop,0.0641,0.893,0.579,0.000121,9,0.215,-8.995,1,0.113,133.018,0.611
Levitating (feat. DaBaby) - Dua Lipa,english_pop,0.00883,0.702,0.825,0.0,6,0.0674,-3.787,0,0.0601,102.977,0.915
MONTERO (Call Me By Your Name) - Lil Nas X,english_pop,0.297,0.61,0.508,0.0,8,0.384,-6.682,0,0.152,178.818,0.758
Liar - Camila Cabello,english_pop,0.0169,0.74,0.498,0.00282,11,0.319,-6.684,0,0.0456,98.016,0.652
Can We Kiss Forever? - Kina,english_pop,0.894,0.522,0.128,0.026,4,0.0941,-18.717,1,0.0357,109.986,0.124
Kings & Queens - Ava Max,english_pop,0.00786,0.637,0.69,0.0,1,0.124,-4.057,0,0.0405,129.857,0.457
The Middle - Zedd,english_pop,0.171,0.753,0.657,0.0,7,0.112,-3.061,1,0.0449,107.01,0.437
Meant to Be (feat. Florida Georgia Line) - Bebe Rexha,english_pop,0.0476,0.642,0.772,0.0,10,0.0646,-6.61,1,0.0848,153.995,0.589
Be Kind (with Halsey) - Marshmello,english_pop,0.00776,0.63,0.633,0.0,4,0.0541,-7.088,1,0.0457,93.992,0.452
Sucker - Jonas Brothers,english_pop,0.0427,0.842,0.734,0.0,1,0.106,-5.065,0,0.0588,137.958,0.952
bad guy - Billie Eilish,english_pop,0.328,0.701,0.425,0.13,7,0.1,-10.965,1,0.375,135.128,0.562
What If I Told You That I Love You - Ali Gatie,english_pop,0.63,0.596,0.366,7.04e-06,7,0.0554,-11.144,1,0.115,84.394,0.229
Dancing in My Room - 347aidan,english_pop,0.671,0.98,0.413,7.95e-05,8,0.17,-11.052,0,0.101,119.993,0.764
Heartbreak Anniversary - Giveon,english_pop,0.524,0.449,0.465,1.02e-06,0,0.303,-8.964,1,0.0791,89.087,0.543
Send My Love (To Your New Lover) - Adele,english_pop,0.0355,0.688,0.533,3.48e-06,6,0.172,-8.363,0,0.0865,164.069,0.567
Say My Name - David Guetta,english_pop,0.137,0.703,0.66,0.0,10,0.192,-5.119,0,0.123,95.031,0.79
I Like It - Cardi B,english_pop,0.099,0.816,0.726,0.0,5,0.372,-3.998,0,0.129,136.048,0.65
It's You - Ali Gatie,english_pop,0.374,0.732,0.463,0.0,11,0.194,-6.972,0,0.0287,95.971,0.397
"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack) - David Guetta",english_pop,0.24,0.596,0.73,0.0,9,0.325,-4.091,1,0.151,85.979,0.525
Goodbyes (feat. Young Thug) - Post Malone,english_pop,0.456,0.547,0.653,0.0,5,0.103,-3.875,1,0.081,150.097,0.163
Into Your Arms (feat. Ava Max) - Witt Lowry,english_pop,0.0132,0.504,0.788,0.0,3,0.363,-4.113,0,0.214,169.907,0.228
Play Date - Melanie Martinez,english_pop,0.612,0.68,0.729,0.0,5,0.224,-5.077,1,0.0475,123.97,0.446
My Oh My (feat. DaBaby) - Camila Cabello,english_pop,0.018,0.724,0.491,1.29e-05,8,0.0887,-6.024,1,0.0296,105.046,0.383
What If (I Told You I Like You) - Johnny Orlando,english_pop,0.189,0.735,0.584,0.0,1,0.125,-5.047,1,0.14,93.016,0.395
good 4 u - Olivia Rodrigo,english_pop,0.335,0.563,0.664,0.0,9,0.0849,-5.044,1,0.154,166.928,0.688
Somebody To You - The Vamps,english_pop,0.0581,0.525,0.818,0.0,3,0.333,-5.952,1,0.0358,171.962,0.897
What A Shame - Leyla Blue,english_pop,0.315,0.699,0.463,0.0,0,0.0803,-7.828,1,0.475,143.99,0.565
No Lie - Sean Paul,english_pop,0.0466,0.742,0.882,0.0,7,0.206,-2.862,1,0.117,102.04,0.463
Build a Bitch - Bella Poarch,english_pop,0.217,0.855,0.463,1.77e-05,3,0.347,-7.454,1,0.0367,102.931,0.866
Arcade - Duncan Laurence,english_pop,0.817,0.459,0.331,0.00104,9,0.135,-12.603,0,0.0421,72.023,0.271
Last Hurrah - Bebe Rexha,english_pop,0.175,0.514,0.618,0.0,11,0.117,-4.585,0,0.0317,84.259,0.401
telepatía - Kali Uchis,english_pop,0.112,0.653,0.524,0.0,11,0.203,-9.016,0,0.0502,83.97,0.553
Dinero - Trinidad Cardona,english_pop,0.00774,0.709,0.782,0.0,2,0.107,-4.687,1,0.0672,119.997,0.484
NO - Meghan Trainor,english_pop,0.0124,0.557,0.803,1.61e-06,1,0.737,-3.599,0,0.213,92.134,0.657
Don't Go Yet - Camila Cabello,english_pop,0.0492,0.666,0.796,0.0,10,0.0442,-6.967,0,0.103,110.108,0.61
Armor - Nightcore Dreams,english_pop,0.164,0.566,0.477,0.0,10,0.0992,-13.279,0,0.0307,89.108,0.416
My Dilemma - Selena Gomez & The Scene,english_pop,0.0695,0.615,0.866,0.0,6,0.185,-3.777,0,0.0621,136.051,0.655
Look What You Made Me Do - Taylor Swift,english_pop,0.204,0.766,0.709,1.41e-05,9,0.126,-6.471,0,0.123,128.07,0.506
Love Story - Taylor Swift,english_pop,0.131,0.617,0.741,0.0,2,0.0772,-3.97,1,0.0311,118.984,0.306
Rockabye (feat. Sean Paul & Anne-Marie) - Clean Bandit,english_pop,0.412,0.724,0.759,0.0,9,0.437,-3.996,0,0.0542,101.946,0.765
Bad Blood - Taylor Swift,english_pop,0.0871,0.652,0.802,6.45e-06,7,0.148,-6.114,1,0.181,170.157,0.295
Better Now - Post Malone,english_pop,0.331,0.674,0.578,0.0,10,0.135,-5.804,1,0.0408,145.07,0.34
Ready or Not - Bridgit Mendler,english_pop,0.00351,0.715,0.872,3.84e-05,2,0.107,-3.835,1,0.0509,93.043,0.748
Blank Space - Taylor Swift,english_pop,0.103,0.76,0.703,0.0,5,0.0913,-5.412,1,0.054,95.997,0.57
Treat You Better - Shawn Mendes,english_pop,0.107,0.443,0.82,0.0,10,0.107,-4.091,0,0.34,82.697,0.771
In the Name of Love - Martin Garrix,english_pop,0.109,0.501,0.519,0.0,4,0.454,-5.88,0,0.0409,133.99,0.168
Little Do You Know - Alex & Sierra,english_pop,0.746,0.5,0.292,0.0,0,0.188,-8.554,1,0.0323,145.879,0.37
SugarCrash! - ElyOtto,english_pop,0.524,0.748,0.734,1.15e-05,0,0.0975,-6.499,1,0.124,97.753,0.368
"i hate u, i love u (feat. olivia o'brien) - gnash",english_pop,0.687,0.492,0.275,0.0,6,0.101,-13.4,0,0.3,92.6,0.18
Please Don't Go - Joel Adams,english_pop,0.0118,0.513,0.768,1.94e-05,4,0.294,-4.868,0,0.0587,84.264,0.235
Warrior - Demi Lovato,english_pop,0.868,0.415,0.399,0.0,9,0.114,-6.165,0,0.0423,146.485,0.196
The Greatest (feat. Kendrick Lamar) - Sia,english_pop,0.0102,0.668,0.725,0.000479,1,0.0561,-6.127,1,0.266,191.944,0.729
Burn - Ellie Goulding,english_pop,0.31,0.559,0.777,0.0,1,0.105,-5.031,1,0.0432,87.016,0.329
Rebel - Zum,english_pop,0.593,0.801,0.745,0.0,5,0.299,-4.831,1,0.145,101.96,0.855
Fight Song - Rachel Platten,english_pop,0.0549,0.564,0.714,0.0,7,0.155,-4.987,1,0.129,175.924,0.33
If I Can't Have You - Shawn Mendes,english_pop,0.524,0.69,0.809,0.0,2,0.147,-4.198,1,0.0603,123.912,0.864
Stay - Zedd,english_pop,0.253,0.69,0.622,0.0,5,0.116,-5.025,0,0.0622,102.04,0.544
Worth It (feat. Kid Ink) - Fifth Harmony,english_pop,0.063,0.884,0.765,7.04e-06,8,0.118,-3.865,1,0.0882,99.987,0.594
Unstoppable - Sia,english_pop,0.112,0.468,0.779,0.000373,9,0.101,-4.839,1,0.0779,173.799,0.26
Not Your Barbie Girl - Ava Max,english_pop,0.103,0.745,0.642,0.0,6,0.0335,-4.138,0,0.0506,120.063,0.35
Lily - Alan Walker,english_pop,0.196,0.423,0.634,0.0,6,0.189,-5.877,0,0.0578,150.978,0.467
Heart Attack - Demi Lovato,english_pop,0.0738,0.504,0.785,0.0,8,0.239,-4.802,1,0.104,173.968,0.502
7 rings - Ariana Grande,english_pop,0.591,0.777,0.317,0.0,1,0.0881,-10.732,0,0.308,139.848,0.33
Queen - Loren Gray,english_pop,0.0186,0.617,0.463,0.0,11,0.187,-7.978,0,0.0402,83.931,0.24
positions - Ariana Grande,english_pop,0.468,0.737,0.802,0.0,0,0.0931,-4.771,1,0.0878,144.015,0.682
Sweet but Psycho - Ava Max,english_pop,0.0684,0.72,0.706,0.0,1,0.166,-4.719,1,0.0473,133.002,0.62
Wildest Dreams - Taylor Swift,english_pop,0.0709,0.553,0.664,0.0056,8,0.106,-7.417,1,0.0741,140.06,0.467
"thank u, next - Ariana Grande",english_pop,0.227,0.72,0.654,0.0,1,0.101,-5.634,1,0.0647,106.976,0.411
Power - Little Mix,english_pop,0.0372,0.566,0.855,0.000157,7,0.181,-4.016,1,0.211,172.966,0.517
Take a Hint - Night Inn,english_pop,0.00834,0.65,0.874,0.000491,5,0.0979,-5.962,0,0.16,133.989,0.664
Who Says - Selena Gomez & The Scene,english_pop,0.0843,0.682,0.927,0.0,4,0.149,-2.915,1,0.0479,101.019,0.744
Just A Dream - Kurt Hugo Schneider,english_pop,0.193,0.44,0.751,4.61e-05,9,0.0577,-7.632,1,0.0526,164.104,0.222
I Knew You Were Trouble. - Taylor Swift,english_pop,0.00454,0.622,0.469,2.25e-06,3,0.0335,-6.798,0,0.0363,77.019,0.679
Darkside - Alan Walker,english_pop,0.131,0.43,0.606,0.0,4,0.173,-5.115,0,0.0431,169.988,0.123
Me And My Broken Heart - Rixton,english_pop,0.00489,0.545,0.783,0.0,5,0.132,-4.261,0,0.0345,174.084,0.551
I Love You Like a Love Song (Cover) - Reed Deming,english_pop,0.104,0.728,0.626,0.0,1,0.0744,-6.495,0,0.0549,117.022,0.404
Black Magic - Little Mix,english_pop,0.0343,0.776,0.875,0.0,4,0.314,-5.535,1,0.0575,111.988,0.849
What Makes You Beautiful - One Direction,english_pop,0.009,0.726,0.787,0.0,4,0.0596,-2.494,1,0.0737,124.99,0.888
You're Perfect - Remix - Charly Black,english_pop,0.0429,0.821,0.789,0.0,0,0.082,-4.231,0,0.218,104.953,0.785
The Nights - Avicii,english_pop,0.0166,0.527,0.835,0.0,6,0.249,-5.298,1,0.0433,125.983,0.654
Shy - Jai Waetford,english_pop,0.272,0.541,0.518,0.0,7,0.0835,-4.12,1,0.0451,75.134,0.305
Rewrite The Stars - Zac Efron,english_pop,0.0716,0.684,0.619,0.0,10,0.122,-7.005,1,0.0386,125.046,0.284
So Am I - Ava Max,english_pop,0.0748,0.681,0.657,0.0,6,0.353,-4.671,1,0.0432,130.089,0.628
Confident - Demi Lovato,english_pop,0.00188,0.594,0.749,0.000139,3,0.0869,-6.251,1,0.0677,130.064,0.344
"10,000 Hours (with Justin Bieber) - Dan + Shay",english_pop,0.153,0.654,0.63,0.0,10,0.111,-4.644,1,0.0259,89.991,0.43
Never Be the Same - Camila Cabello,english_pop,0.181,0.637,0.713,0.000637,0,0.137,-4.333,1,0.0747,129.923,0.243
"Taki Taki (with Selena Gomez, Ozuna & Cardi B) - DJ Snake",english_pop,0.157,0.842,0.801,4.82e-06,8,0.0642,-4.167,0,0.228,95.881,0.617
Best Friend (feat. Doja Cat) - Saweetie,english_pop,0.00302,0.84,0.766,3.61e-06,4,0.0684,-4.12,1,0.136,94.018,0.402
Me Too - Meghan Trainor,english_pop,0.0971,0.934,0.694,1.2e-06,11,0.477,-5.849,0,0.101,123.831,0.833
happier - Olivia Rodrigo,english_pop,0.765,0.395,0.443,9.67e-06,6,0.0839,-9.72,1,0.133,168.924,0.338
"jealousy, jealousy - Olivia Rodrigo",english_pop,0.198,0.695,0.575,0.0,10,0.0614,-6.334,0,0.116,163.929,0.699
Beggin' - Remix - HAWK.,english_pop,0.125,0.708,0.73,0.0,11,0.0855,-7.08,0,0.0658,125.994,0.644
Symphony (feat. Zara Larsson) - Clean Bandit,english_pop,0.239,0.715,0.605,1.41e-05,0,0.189,-5.128,0,0.0428,122.956,0.454
Stereo Hearts (feat. Adam Levine) - Gym Class Heroes,english_pop,0.0319,0.646,0.795,0.0,9,0.267,-3.293,1,0.0976,89.99,0.796
Wolves - Selena Gomez,english_pop,0.124,0.725,0.804,0.0,11,0.204,-4.614,0,0.0422,124.996,0.31
Miss Wanna Die - JubyPhonic,english_pop,0.152,0.63,0.835,2.22e-06,9,0.0952,-4.541,0,0.0291,132.032,0.533
In Da Getto - J Balvin,english_pop,0.0177,0.924,0.723,2.61e-05,8,0.113,-3.142,1,0.0466,126.998,0.643
Work - Rihanna,english_pop,0.0747,0.723,0.534,0.0,11,0.0919,-6.238,1,0.0891,91.974,0.551
We Don't Talk Anymore (feat. Selena Gomez) - Charlie Puth,english_pop,0.621,0.728,0.563,0.0,1,0.179,-8.053,0,0.134,100.017,0.352
Closer - The Chainsmokers,english_pop,0.414,0.748,0.524,0.0,8,0.111,-5.599,1,0.0338,95.01,0.661
It Ain't Me (with Selena Gomez) - Kygo,english_pop,0.119,0.64,0.533,0.0,0,0.0864,-6.596,1,0.0706,99.968,0.515
Touch It - KiDi,english_pop,0.112,0.893,0.757,0.0634,10,0.107,-2.843,1,0.0738,95.018,0.681
love nwantiti (feat. Dj Yo! & AX'EL) - Remix - CKay,english_pop,0.436,0.579,0.596,0.0938,8,0.0549,-4.823,1,0.0561,119.9,0.443
"Alone, Pt. II - Alan Walker",english_pop,0.536,0.67,0.668,0.0,3,0.133,-4.306,0,0.0422,88.033,0.608
Hall of Fame (feat. will.i.am) - The Script,english_pop,0.0654,0.421,0.873,0.0,10,0.123,-4.343,1,0.0564,84.786,0.629
I Don’t Wanna Live Forever (Fifty Shades Darker) - ZAYN,english_pop,0.0601,0.735,0.443,1.91e-05,0,0.213,-8.432,1,0.0556,117.968,0.107
A Thousand Years (feat. Steve Kazee) - Pt. 2; The Twilight Saga: Breaking Dawn Soundtrack - Christina Perri,english_pop,0.618,0.272,0.281,0.0,10,0.111,-8.131,1,0.0307,138.856,0.152
I'm Not Her - Clara Mae,english_pop,0.228,0.477,0.51,0.0,2,0.0755,-8.94,1,0.275,111.893,0.477
